work_raw,unit_raw,price,region,source
Доставка 2500-5000кг,,4500.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Доставка 7000-10000кг,,9000.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Грунтовка для бетона Knauf Бетоноконтакт, 20 кг",м2,85.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Работы по выравниванию гипсовой штукатурной смесью Knauf до 10 мм.,м2,295.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Гидроизоляция обмазочная Ивсил Vodostop,м2,295.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Керамическая плитка 20x30,м2,1495.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Клинкерная плитка,м2,1495.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Мраморная плитка,м2,1995.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Работы по укладке керамогранита,м2,1495.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Работы по укладке мозаики,м2,1495.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Облицовка откосов плиткой,мп,795.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Облицовка арок угловой плиткой,мп,995.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Установка бордюров,мп,295.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Запил торцов плитки под углом 45°,мп,795.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Затирка мозаики,м2,295.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Эпоксидная затирка мозаики,м2,1095.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Сверление отверстий в плитке до 5 см.,шт,395.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Подрезка прямая,мп,395.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Устройство порожков из керамической плитки,мп,1695.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Герметизация швов ванны,мп,215.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Изготовление ниши из пазогребневого блока с облицовкой плиткой с использованием раскладки для внешнего угла комплекс,шт,4995.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Подрезка прямая,мп,245.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Гидроизоляция обмазочная Knauf (2 нанесения),м2,345.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Устройство отверстий в плитке,шт,245.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Монтирование вентилятора,шт,1495.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Навеска аксессуаров комплекс,шт,1195.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Покраска стен (два раза),м2,245.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Поклейка стеклохолста,м2,95.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Финишная шпатлевка 2 нанесения,м2,195.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Шлифовка стен,м2,95.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Покраска откосов 2 слоя,мп,345.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Шлифовка подоконника,шт,145.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Шлифовка и покраска труб отопления,мп,295.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Монтирование полиуретанового багета с покраской,мп,445.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Усиление перемычек проемов с грунтовкой антикоррозийным грунтом,шт,1195.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Работы по возведению перегородок из полнотелых пазогребневых блоков Knauf 667x500x80 мм,м2,795.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Возведение стен кирпичная кладка в один кирпич,м2,995.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Возведение стен из пазогребневого пустотелого блока 667x500x80 мм,м2,795.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Возведение стен из пено-блока,м2,795.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Возведение стен из гипсокартона,м2,795.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Возведение стен из гипсокартона в два слоя,м2,895.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Звукоизоляция стен минеральной ватой,м2,195.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Монтирование гипсокартона на стену с обрешеткой,м2,495.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Устройство откоса из кирпича,мп,795.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Монтирование пластиковых панелей на стены на жидкие гвозди,м2,495.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Монтирование пластиковых уголков,мп,145.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Монтирование обрешетки на стены для пластиковых панелей,м2,295.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Монтирование пластиковых панелей на обрешетку,м2,495.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Монтирование арочных уголков,мп,145.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Монтирование короба из гкл с установкой люка доступа,мп,1995.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Монтирование экрана под ванну из гкл с установкой люка доступа,мп,1995.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Электросварка дверного проема 880 мм 2050 мм,м2,4995.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Установка межкомнатной двери,м2,4995.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Работа по укладке гипсокартона на стену Knauf 2500х1200х12.5 мм влагостойкий,м2,295.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Установка люка ревизионного (техшкаф),шт,695.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
Гидроизоляция стен и пола санузел (флихендихт),м2,245.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
"Утепление балкона (пеноплекс, пенофол, пропенка примыканий зимней профессиональной пеной), проклейка алюминиевым скотчем примыканий стыков, крепление контура утепления на пластиковые грибки",м2,2495.0,Москва,https://kronotech.ru/prays-shtukaturka-sten
